Churn,senior_65,partner,dependents,tenure_months,contract_type,monthly_charge,daily_charge,total_charge,internet_service,online_security,tech_support,streaming_tv,payment_method
1,0,0,0,3,Month-to-month,55.3,1.84,196.15,DSL,0,0,0,Electronic check
1,0,1,0,52,Month-to-month,105.05,3.5,5624.85,Fiber optic,0,0,1,Electronic check
0,0,0,0,13,Month-to-month,20.4,0.68,251.65,No,0,0,0,Electronic check
0,0,1,1,38,One year,19.6,0.65,763.1,No,0,0,0,Credit card (automatic)
0,0,0,0,61,One year,103.95,3.47,6423.0,Fiber optic,0,0,1,Electronic check
1,0,0,0,16,Month-to-month,20.25,0.68,327.45,No,0,0,0,Bank transfer (automatic)
1,0,1,1,35,Month-to-month,72.25,2.41,2568.55,DSL,1,1,1,Electronic check
0,0,0,1,18,Month-to-month,57.65,1.92,992.7,DSL,1,0,0,Mailed check
0,1,1,1,71,Month-to-month,105.1,3.5,7548.1,Fiber optic,1,0,1,Credit card (automatic)
0,0,1,1,23,Two year,59.7,1.99,1414.2,DSL,0,1,0,Mailed check
1,0,0,0,1,Month-to-month,69.7,2.32,69.7,Fiber optic,0,0,0,Bank transfer (automatic)
0,1,0,0,46,One year,69.1,2.3,3255.35,DSL,0,1,0,Credit card (automatic)
0,0,0,0,26,Month-to-month,35.75,1.19,1022.5,DSL,0,1,0,Electronic check
1,0,0,0,11,Month-to-month,74.95,2.5,815.5,Fiber optic,0,0,0,Electronic check
0,0,1,1,35,Month-to-month,59.45,1.98,2136.9,DSL,1,0,0,Credit card (automatic)
1,1,0,0,6,Month-to-month,74.4,2.48,434.1,Fiber optic,0,0,0,Electronic check
0,0,1,0,31,One year,75.5,2.52,2424.45,DSL,1,1,0,Credit card (automatic)
1,0,0,0,1,Month-to-month,69.8,2.33,69.8,Fiber optic,0,0,0,Electronic check
1,1,0,0,38,Month-to-month,57.15,1.9,2250.65,DSL,1,0,0,Credit card (automatic)
1,0,0,0,2,Month-to-month,70.0,2.33,153.05,Fiber optic,0,0,0,Bank transfer (automatic)
0,1,1,0,71,Two year,80.7,2.69,5676.0,Fiber optic,1,0,0,Credit card (automatic)
1,1,0,0,16,Month-to-month,84.75,2.82,1350.15,Fiber optic,0,0,1,Electronic check
0,0,1,1,42,One year,20.25,0.68,854.9,No,0,0,0,Mailed check
0,0,0,0,56,Two year,25.95,0.86,1444.05,No,0,0,0,Bank transfer (automatic)
0,0,1,0,18,Month-to-month,88.85,2.96,1594.75,Fiber optic,0,1,1,Electronic check
0,1,0,0,13,Month-to-month,54.8,1.83,731.3,DSL,0,0,0,Electronic check
0,0,1,0,42,One year,80.45,2.68,3375.9,DSL,1,1,1,Credit card (automatic)
1,0,1,0,59,Month-to-month,101.1,3.37,6039.9,Fiber optic,0,0,1,Electronic check
0,0,0,0,26,Month-to-month,44.65,1.49,1156.55,DSL,1,0,0,Bank transfer (automatic)
0,0,0,1,54,One year,105.85,3.53,5826.65,Fiber optic,1,1,1,Electronic check
0,0,0,0,40,Two year,24.6,0.82,973.95,No,0,0,0,Mailed check
0,0,1,1,8,Two year,76.15,2.54,645.8,DSL,1,1,0,Credit card (automatic)
0,1,1,0,25,Month-to-month,88.4,2.95,2191.15,Fiber optic,0,0,0,Bank transfer (automatic)
1,0,0,0,2,Month-to-month,80.2,2.67,146.05,Fiber optic,0,0,1,Electronic check
0,0,1,1,42,One year,19.05,0.64,761.85,No,0,0,0,Electronic check
0,0,1,1,51,One year,95.15,3.17,5000.05,Fiber optic,1,1,1,Mailed check
0,0,1,1,58,Two year,25.15,0.84,1509.9,No,0,0,0,Credit card (automatic)
0,0,0,0,56,Month-to-month,98.6,3.29,5581.05,Fiber optic,0,0,1,Electronic check
0,0,1,0,12,Month-to-month,85.05,2.84,999.8,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,1,9,One year,20.25,0.68,172.35,No,0,0,0,Mailed check
0,0,0,0,2,Month-to-month,45.55,1.52,84.4,DSL,0,0,0,Electronic check
0,0,1,1,46,One year,24.95,0.83,1165.9,No,0,0,0,Mailed check
1,0,0,0,7,Month-to-month,19.25,0.64,112.3,No,0,0,0,Electronic check
0,0,1,1,8,One year,43.45,1.45,345.5,DSL,0,0,0,Mailed check
0,0,0,0,16,Month-to-month,74.75,2.49,1129.35,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,1,55,One year,59.45,1.98,3157.0,DSL,1,0,0,Credit card (automatic)
1,0,0,0,10,Month-to-month,80.05,2.67,830.7,Fiber optic,0,0,0,Bank transfer (automatic)
1,0,0,0,16,Month-to-month,72.65,2.42,1194.3,Fiber optic,0,0,0,Electronic check
1,0,0,0,5,Month-to-month,85.2,2.84,474.8,Fiber optic,0,0,1,Electronic check
0,0,0,0,52,One year,57.95,1.93,3042.25,DSL,1,1,0,Credit card (automatic)
1,0,0,1,1,Month-to-month,69.65,2.32,69.65,Fiber optic,0,0,0,Electronic check
1,1,1,0,70,Month-to-month,102.95,3.43,7101.5,Fiber optic,0,0,1,Electronic check
0,0,1,0,62,Month-to-month,101.35,3.38,6164.7,Fiber optic,0,0,1,Electronic check
1,1,1,0,49,Month-to-month,90.05,3.0,4547.25,Fiber optic,0,0,0,Credit card (automatic)
0,0,0,1,4,Month-to-month,57.2,1.91,223.75,DSL,1,0,1,Mailed check
0,0,0,0,4,Month-to-month,19.75,0.66,78.3,No,0,0,0,Mailed check
1,0,1,1,17,Month-to-month,91.85,3.06,1574.45,Fiber optic,1,1,1,Electronic check
0,0,1,0,14,Month-to-month,82.65,2.76,1185.0,Fiber optic,0,0,0,Electronic check
0,0,0,0,59,One year,68.7,2.29,4070.95,DSL,1,1,0,Bank transfer (automatic)
0,0,0,0,47,One year,58.9,1.96,2813.05,DSL,1,1,0,Mailed check
0,0,1,0,71,Two year,24.65,0.82,1710.15,No,0,0,0,Bank transfer (automatic)
1,0,1,1,47,Month-to-month,107.35,3.58,5118.95,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,0,0,5,Month-to-month,96.55,3.22,500.1,Fiber optic,0,0,0,Electronic check
1,0,1,0,11,Month-to-month,44.05,1.47,483.7,DSL,0,0,0,Electronic check
0,0,1,1,41,One year,109.1,3.64,4454.25,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,0,0,52,Two year,63.25,2.11,3342.45,DSL,1,0,1,Credit card (automatic)
0,0,0,0,9,Month-to-month,20.4,0.68,181.8,No,0,0,0,Mailed check
0,0,0,0,9,Month-to-month,43.75,1.46,405.7,DSL,0,0,0,Electronic check
1,0,0,0,10,Month-to-month,80.25,2.68,846.0,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,1,12,Two year,19.35,0.64,212.3,No,0,0,0,Bank transfer (automatic)
1,0,0,0,22,One year,55.15,1.84,1193.05,DSL,0,1,0,Credit card (automatic)
0,0,1,1,52,One year,68.75,2.29,3482.85,DSL,0,1,1,Electronic check
1,0,1,1,43,Month-to-month,56.15,1.87,2499.3,DSL,0,0,1,Electronic check
0,0,0,0,13,Month-to-month,49.15,1.64,649.4,DSL,0,0,1,Electronic check
1,0,0,0,3,Month-to-month,75.8,2.53,246.3,Fiber optic,0,0,0,Electronic check
0,1,1,0,16,Month-to-month,91.55,3.05,1540.05,Fiber optic,0,1,0,Electronic check
0,1,1,0,45,One year,24.7,0.82,1174.35,No,0,0,0,Credit card (automatic)
1,0,1,1,4,Month-to-month,73.75,2.46,325.45,Fiber optic,0,0,0,Electronic check
0,1,1,0,34,Month-to-month,85.2,2.84,2874.45,Fiber optic,0,0,1,Credit card (automatic)
1,0,0,0,3,Month-to-month,79.1,2.64,246.5,Fiber optic,1,0,0,Electronic check
1,0,1,0,6,Month-to-month,105.3,3.51,545.2,Fiber optic,0,0,1,Electronic check
1,0,0,0,1,Month-to-month,19.6,0.65,19.6,No,0,0,0,Mailed check
0,0,1,0,70,Two year,24.25,0.81,1724.15,No,0,0,0,Bank transfer (automatic)
1,0,1,1,3,Month-to-month,29.7,0.99,91.7,DSL,1,0,0,Credit card (automatic)
1,0,0,0,56,One year,24.9,0.83,1334.0,No,0,0,0,Electronic check
1,1,0,0,24,Month-to-month,101.25,3.38,2440.15,Fiber optic,0,0,1,Electronic check
1,1,1,0,25,Month-to-month,98.5,3.28,2514.5,Fiber optic,0,0,1,Electronic check
0,0,0,0,53,One year,53.6,1.79,2879.2,DSL,1,1,1,Electronic check
0,0,1,1,32,Month-to-month,35.15,1.17,1051.05,DSL,1,0,0,Electronic check
1,0,0,0,1,Month-to-month,69.85,2.33,69.85,Fiber optic,0,0,0,Electronic check
1,0,1,1,25,One year,90.4,3.01,2178.6,Fiber optic,0,0,1,Electronic check
0,0,1,1,8,Month-to-month,44.65,1.49,369.15,DSL,0,0,0,Bank transfer (automatic)
0,0,1,1,27,Two year,19.9,0.66,550.1,No,0,0,0,Mailed check
0,1,1,1,46,Month-to-month,100.7,3.36,4541.2,Fiber optic,1,0,1,Electronic check
0,0,1,0,60,One year,50.05,1.67,2911.5,DSL,1,0,0,Electronic check
0,1,0,0,20,Month-to-month,81.45,2.72,1671.6,Fiber optic,0,0,0,Electronic check
1,1,0,0,56,One year,104.75,3.49,5510.65,Fiber optic,0,0,1,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,81.1,2.7,81.1,Fiber optic,0,0,0,Electronic check
0,0,0,0,42,Two year,66.5,2.22,2762.75,DSL,0,1,0,Credit card (automatic)
0,0,0,0,16,One year,20.1,0.67,318.6,No,0,0,0,Bank transfer (automatic)
0,0,1,1,65,Two year,110.8,3.69,7245.9,Fiber optic,0,1,1,Credit card (automatic)
0,1,1,0,20,One year,91.0,3.03,1859.5,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,33,Two year,88.95,2.97,3027.65,Fiber optic,1,1,1,Electronic check
0,0,1,0,22,Month-to-month,20.45,0.68,471.55,No,0,0,0,Bank transfer (automatic)
1,0,0,0,8,Month-to-month,30.45,1.01,226.45,DSL,1,0,0,Electronic check
0,0,0,0,44,Two year,20.4,0.68,905.55,No,0,0,0,Credit card (automatic)
0,0,1,1,72,Two year,26.25,0.88,1988.05,No,0,0,0,Bank transfer (automatic)
1,0,0,0,7,Month-to-month,93.85,3.13,635.6,Fiber optic,0,0,1,Electronic check
0,1,0,0,20,Month-to-month,94.1,3.14,1782.4,Fiber optic,0,0,0,Electronic check
0,0,1,0,51,One year,78.65,2.62,3950.85,DSL,0,1,1,Credit card (automatic)
0,1,0,0,69,Two year,110.25,3.68,7467.55,Fiber optic,1,1,1,Credit card (automatic)
1,0,0,0,57,Month-to-month,39.3,1.31,2111.45,DSL,0,0,1,Electronic check
1,0,0,1,35,One year,85.15,2.84,3030.6,Fiber optic,0,0,1,Electronic check
1,0,1,1,2,Month-to-month,70.4,2.35,147.15,Fiber optic,0,0,0,Electronic check
1,1,0,0,15,Month-to-month,79.4,2.65,1156.1,Fiber optic,0,0,0,Electronic check
0,0,1,1,22,One year,19.95,0.66,433.5,No,0,0,0,Mailed check
0,0,0,1,53,One year,62.85,2.1,3419.5,DSL,1,1,0,Credit card (automatic)
0,0,0,0,9,Month-to-month,88.4,2.95,788.6,Fiber optic,0,0,1,Mailed check
0,0,0,0,1,Month-to-month,20.35,0.68,20.35,No,0,0,0,Mailed check
0,0,1,1,32,Two year,18.95,0.63,613.95,No,0,0,0,Mailed check
0,0,1,0,34,Month-to-month,88.85,2.96,3000.25,Fiber optic,0,0,0,Mailed check
0,0,0,1,54,One year,61.0,2.03,3283.05,DSL,0,1,0,Electronic check
1,0,1,1,6,Month-to-month,80.5,2.68,502.85,Fiber optic,0,1,0,Electronic check
0,0,1,1,62,One year,19.95,0.66,1244.8,No,0,0,0,Bank transfer (automatic)
1,0,1,1,13,Month-to-month,55.95,1.86,734.35,DSL,0,0,0,Electronic check
0,0,1,1,30,Two year,19.3,0.64,602.9,No,0,0,0,Mailed check
0,0,1,1,55,One year,19.5,0.65,1026.35,No,0,0,0,Mailed check
0,0,1,1,17,One year,70.35,2.34,1201.65,DSL,1,0,1,Bank transfer (automatic)
0,0,1,0,7,Month-to-month,81.25,2.71,580.1,DSL,1,1,1,Bank transfer (automatic)
0,0,1,0,18,Month-to-month,95.95,3.2,1745.5,Fiber optic,0,0,1,Credit card (automatic)
0,0,1,1,6,Month-to-month,45.5,1.52,285.2,DSL,0,0,0,Mailed check
0,0,0,0,53,Two year,73.9,2.46,3958.25,DSL,0,1,0,Bank transfer (automatic)
1,0,1,0,16,Month-to-month,73.85,2.46,1284.2,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,1,1,45,Two year,24.45,0.82,1088.25,No,0,0,0,Mailed check
0,1,1,0,64,One year,97.0,3.23,6430.9,Fiber optic,1,0,0,Bank transfer (automatic)
0,0,0,0,18,One year,40.2,1.34,711.95,DSL,1,1,0,Mailed check
0,0,1,0,70,Two year,74.8,2.49,5315.8,DSL,1,1,0,Credit card (automatic)
0,0,0,0,69,Two year,23.95,0.8,1713.1,No,0,0,0,Bank transfer (automatic)
0,0,1,1,40,Month-to-month,96.35,3.21,3915.4,Fiber optic,0,0,1,Credit card (automatic)
1,0,1,1,21,Month-to-month,102.8,3.43,2110.15,Fiber optic,0,1,1,Electronic check
1,0,0,0,19,Month-to-month,95.15,3.17,1789.25,Fiber optic,1,0,0,Electronic check
0,0,1,1,18,Month-to-month,87.9,2.93,1500.5,Fiber optic,1,0,1,Mailed check
0,0,0,0,1,Month-to-month,20.05,0.67,20.05,No,0,0,0,Mailed check
1,0,0,0,2,Month-to-month,62.05,2.07,118.3,DSL,0,0,0,Bank transfer (automatic)
0,0,1,0,33,Two year,59.55,1.98,2016.3,DSL,1,1,1,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,19.3,0.64,19.3,No,0,0,0,Mailed check
0,1,1,1,60,One year,74.85,2.49,4456.35,DSL,1,1,0,Credit card (automatic)
0,0,1,0,72,Two year,109.75,3.66,7758.9,Fiber optic,0,1,1,Credit card (automatic)
1,0,0,0,2,Month-to-month,45.0,1.5,96.45,DSL,0,0,0,Mailed check
0,0,0,0,63,Two year,79.85,2.66,4861.45,DSL,1,1,1,Credit card (automatic)
0,0,0,0,12,Month-to-month,67.25,2.24,832.3,DSL,1,1,0,Electronic check
0,0,0,0,31,Month-to-month,87.6,2.92,2724.25,Fiber optic,1,1,0,Electronic check
0,0,1,1,71,Two year,89.9,3.0,6457.15,DSL,1,1,1,Credit card (automatic)
0,0,0,0,1,Month-to-month,94.4,3.15,94.4,Fiber optic,0,0,1,Electronic check
0,1,1,0,50,One year,101.9,3.4,5265.5,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,0,0,54,Two year,46.2,1.54,2431.95,DSL,1,0,0,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,52.2,1.74,52.2,DSL,0,1,0,Electronic check
0,1,0,0,11,Month-to-month,55.6,1.85,580.8,DSL,1,0,0,Electronic check
0,0,1,0,44,One year,70.95,2.37,3250.45,DSL,0,1,1,Electronic check
0,0,1,0,62,Two year,107.6,3.59,6912.7,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,0,0,57,One year,86.9,2.9,4939.25,Fiber optic,0,0,1,Electronic check
0,0,1,1,18,One year,19.8,0.66,342.3,No,0,0,0,Bank transfer (automatic)
0,0,1,0,70,Two year,98.7,3.29,6858.9,Fiber optic,0,1,0,Bank transfer (automatic)
0,0,0,0,21,Month-to-month,99.85,3.33,1992.55,Fiber optic,0,0,1,Credit card (automatic)
1,1,0,0,17,Month-to-month,45.05,1.5,770.6,DSL,0,0,0,Electronic check
0,1,1,0,42,Month-to-month,95.55,3.18,3930.6,Fiber optic,0,0,1,Electronic check
0,0,1,0,11,Month-to-month,45.9,1.53,521.9,DSL,0,0,0,Bank transfer (automatic)
0,0,1,0,21,One year,79.2,2.64,1742.45,Fiber optic,0,1,0,Electronic check
0,0,0,0,3,Month-to-month,19.55,0.65,61.05,No,0,0,0,Electronic check
0,0,0,1,8,Month-to-month,19.95,0.66,170.9,No,0,0,0,Mailed check
1,0,1,1,18,Month-to-month,57.45,1.92,990.85,DSL,0,0,0,Electronic check
1,1,0,0,2,Month-to-month,88.55,2.95,179.25,Fiber optic,0,0,0,Electronic check
0,0,1,1,2,One year,20.2,0.67,34.75,No,0,0,0,Mailed check
0,1,0,0,51,Two year,19.6,0.65,967.9,No,0,0,0,Credit card (automatic)
0,0,1,1,21,One year,75.9,2.53,1549.75,DSL,1,0,1,Bank transfer (automatic)
1,0,1,0,55,Month-to-month,54.55,1.82,2978.3,DSL,0,1,1,Bank transfer (automatic)
0,0,0,0,70,Two year,89.75,2.99,6367.2,DSL,1,1,1,Credit card (automatic)
1,0,0,0,31,Month-to-month,55.25,1.84,1715.65,DSL,0,1,0,Electronic check
0,0,0,0,67,One year,49.35,1.64,3321.35,DSL,1,1,1,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,70.1,2.34,70.1,Fiber optic,0,0,0,Electronic check
0,0,0,0,21,Two year,19.6,0.65,390.4,No,0,0,0,Mailed check
1,0,1,0,22,Month-to-month,69.25,2.31,1554.0,Fiber optic,0,0,0,Electronic check
1,1,0,0,11,Month-to-month,84.8,2.83,906.85,Fiber optic,0,0,0,Credit card (automatic)
0,1,0,0,1,Month-to-month,45.2,1.51,45.2,DSL,0,0,0,Electronic check
0,0,1,0,72,Two year,25.85,0.86,1872.2,No,0,0,0,Credit card (automatic)
0,0,1,1,34,One year,25.6,0.85,917.15,No,0,0,0,Credit card (automatic)
0,0,1,1,29,One year,20.0,0.67,540.05,No,0,0,0,Electronic check
1,0,1,0,56,One year,100.3,3.34,5614.45,Fiber optic,0,0,1,Credit card (automatic)
0,0,1,1,5,Month-to-month,64.4,2.15,316.9,DSL,1,1,0,Credit card (automatic)
0,0,0,0,18,Month-to-month,33.6,1.12,550.35,DSL,1,0,0,Mailed check
0,0,1,1,20,Month-to-month,20.0,0.67,417.65,No,0,0,0,Electronic check
1,1,0,0,2,Month-to-month,79.6,2.65,195.05,Fiber optic,0,0,0,Electronic check
0,0,0,1,45,Two year,99.7,3.32,4634.35,Fiber optic,0,0,1,Bank transfer (automatic)
0,1,1,0,20,Month-to-month,107.05,3.57,2172.05,Fiber optic,0,1,1,Electronic check
0,0,0,0,29,One year,20.0,0.67,599.3,No,0,0,0,Mailed check
0,0,0,0,50,Two year,79.6,2.65,4024.2,DSL,0,1,1,Mailed check
0,0,0,0,11,Month-to-month,35.8,1.19,363.15,DSL,0,0,1,Mailed check
0,0,1,1,72,Two year,91.95,3.06,6614.9,DSL,1,1,1,Credit card (automatic)
0,0,0,1,6,Month-to-month,19.65,0.65,100.9,No,0,0,0,Mailed check
1,0,0,0,44,Month-to-month,84.8,2.83,3862.55,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,1,0,72,Two year,86.65,2.89,6094.25,DSL,1,1,1,Credit card (automatic)
0,0,0,0,48,Month-to-month,95.4,3.18,4445.3,Fiber optic,1,1,0,Electronic check
0,1,0,0,50,Month-to-month,70.35,2.34,3454.6,DSL,1,0,1,Bank transfer (automatic)
0,0,0,0,1,Month-to-month,55.55,1.85,55.55,DSL,0,0,0,Mailed check
1,0,0,1,1,Month-to-month,24.75,0.82,24.75,DSL,0,0,0,Electronic check
0,0,1,1,36,One year,60.7,2.02,2234.55,DSL,1,1,1,Credit card (automatic)
0,0,1,1,7,Month-to-month,20.25,0.68,144.35,No,0,0,0,Mailed check
1,0,0,0,26,Month-to-month,98.35,3.28,2515.3,Fiber optic,0,0,1,Electronic check
0,0,0,0,40,Two year,20.15,0.67,804.85,No,0,0,0,Mailed check
0,0,1,1,72,Two year,72.1,2.4,5016.65,DSL,1,1,0,Credit card (automatic)
0,0,1,0,63,Two year,79.8,2.66,5034.05,DSL,0,1,1,Credit card (automatic)
0,0,1,0,2,Month-to-month,80.15,2.67,194.55,Fiber optic,1,1,0,Electronic check
0,0,1,1,60,One year,95.4,3.18,5812.0,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,1,1,47,Two year,19.3,0.64,890.5,No,0,0,0,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,20.5,0.68,20.5,No,0,0,0,Mailed check
0,0,0,0,25,Month-to-month,79.0,2.63,1902.0,DSL,1,1,1,Mailed check
0,0,0,0,4,Month-to-month,75.65,2.52,302.35,Fiber optic,0,0,0,Electronic check
1,0,0,0,1,Month-to-month,50.1,1.67,50.1,DSL,0,0,0,Mailed check
0,1,1,0,37,One year,19.6,0.65,727.8,No,0,0,0,Mailed check
1,1,0,0,4,Month-to-month,84.6,2.82,360.1,Fiber optic,0,0,0,Electronic check
0,0,1,1,72,Two year,75.4,2.51,5480.25,DSL,0,0,1,Bank transfer (automatic)
0,0,1,0,67,One year,105.7,3.52,6816.95,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,1,0,59,One year,80.1,2.67,4693.2,DSL,0,1,1,Electronic check
1,0,0,0,1,Month-to-month,70.4,2.35,70.4,Fiber optic,0,0,0,Electronic check
0,0,1,0,43,Month-to-month,94.1,3.14,4107.3,Fiber optic,1,0,0,Electronic check
1,0,1,1,1,Month-to-month,19.45,0.65,19.45,No,0,0,0,Mailed check
0,0,1,0,67,One year,109.7,3.66,7344.45,Fiber optic,0,1,1,Credit card (automatic)
1,0,0,0,4,Month-to-month,70.4,2.35,281.0,Fiber optic,0,0,0,Electronic check
1,0,1,1,9,Month-to-month,65.0,2.17,663.05,DSL,1,1,0,Mailed check
0,0,1,1,30,Month-to-month,82.05,2.74,2570.2,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,0,13,Month-to-month,19.45,0.65,232.1,No,0,0,0,Credit card (automatic)
0,0,0,0,2,Month-to-month,74.75,2.49,144.8,Fiber optic,0,0,0,Electronic check
0,0,1,0,30,Two year,19.05,0.64,637.55,No,0,0,0,Mailed check
0,0,1,1,12,One year,30.25,1.01,368.85,DSL,0,1,0,Credit card (automatic)
0,0,1,0,63,Two year,110.1,3.67,6705.7,Fiber optic,1,1,1,Credit card (automatic)
0,0,1,1,48,Two year,23.55,0.78,1173.35,No,0,0,0,Mailed check
0,0,1,1,1,Month-to-month,20.15,0.67,20.15,No,0,0,0,Bank transfer (automatic)
0,1,1,0,71,Two year,82.7,2.76,5831.2,DSL,1,1,0,Bank transfer (automatic)
0,0,1,0,61,Two year,24.4,0.81,1417.9,No,0,0,0,Mailed check
0,1,0,0,5,Month-to-month,20.05,0.67,94.15,No,0,0,0,Bank transfer (automatic)
1,1,1,0,46,One year,59.9,2.0,2816.65,DSL,0,1,1,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,20.2,0.67,20.2,No,0,0,0,Mailed check
1,0,1,0,47,One year,110.85,3.7,5275.8,Fiber optic,1,1,1,Credit card (automatic)
1,0,1,0,59,One year,99.5,3.32,5961.1,Fiber optic,0,0,1,Bank transfer (automatic)
1,1,1,0,5,Month-to-month,81.0,2.7,371.65,Fiber optic,0,0,0,Electronic check
0,0,0,0,26,One year,19.8,0.66,457.3,No,0,0,0,Credit card (automatic)
0,0,0,0,40,Month-to-month,65.1,2.17,2586.0,DSL,1,0,1,Mailed check
1,0,0,1,1,Month-to-month,60.0,2.0,60.0,DSL,1,1,0,Electronic check
0,0,1,1,7,Month-to-month,20.25,0.68,174.7,No,0,0,0,Bank transfer (automatic)
1,0,1,1,48,One year,103.25,3.44,5037.55,Fiber optic,1,0,1,Credit card (automatic)
1,0,0,0,1,Month-to-month,19.9,0.66,19.9,No,0,0,0,Mailed check
0,0,1,1,11,Month-to-month,29.6,0.99,346.45,DSL,1,0,0,Electronic check
0,0,0,1,8,Month-to-month,19.45,0.65,159.2,No,0,0,0,Bank transfer (automatic)
1,1,0,0,38,Month-to-month,99.55,3.32,3734.25,Fiber optic,0,1,1,Electronic check
0,0,1,1,34,Month-to-month,20.8,0.69,635.9,No,0,0,0,Mailed check
0,0,1,1,19,Two year,20.2,0.67,387.4,No,0,0,0,Mailed check
0,1,1,0,61,One year,64.05,2.13,3902.6,DSL,0,0,0,Bank transfer (automatic)
0,1,1,0,70,Two year,113.65,3.79,7714.65,Fiber optic,1,1,1,Electronic check
1,0,1,0,1,Month-to-month,68.95,2.3,68.95,Fiber optic,0,0,0,Electronic check
1,0,0,0,4,Month-to-month,79.9,2.66,324.3,Fiber optic,0,0,0,Electronic check
0,0,0,0,51,Two year,20.65,0.69,1020.75,No,0,0,0,Bank transfer (automatic)
0,0,1,0,35,One year,62.15,2.07,2215.45,DSL,1,0,1,Bank transfer (automatic)
0,0,0,0,30,Month-to-month,89.9,3.0,2723.15,Fiber optic,0,1,0,Credit card (automatic)
0,0,1,0,8,Month-to-month,90.25,3.01,743.75,Fiber optic,0,1,0,Electronic check
0,0,1,0,4,Month-to-month,25.15,0.84,99.95,DSL,0,0,0,Electronic check
0,0,0,0,10,One year,19.3,0.64,185.2,No,0,0,0,Mailed check
0,0,1,1,72,One year,104.9,3.5,7537.5,Fiber optic,1,1,0,Credit card (automatic)
1,1,0,0,2,Month-to-month,44.7,1.49,93.7,DSL,0,0,0,Electronic check
1,0,0,0,23,Month-to-month,79.15,2.64,1676.95,Fiber optic,0,0,0,Electronic check
0,0,1,1,50,One year,103.4,3.45,5236.4,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,1,1,71,Two year,19.85,0.66,1326.35,No,0,0,0,Bank transfer (automatic)
1,0,0,0,10,Month-to-month,81.0,2.7,818.05,Fiber optic,0,0,0,Credit card (automatic)
1,0,0,0,30,Month-to-month,100.2,3.34,2983.8,Fiber optic,0,0,1,Electronic check
1,0,1,0,29,Month-to-month,80.15,2.67,2265.25,Fiber optic,0,0,0,Bank transfer (automatic)
1,1,0,0,20,Month-to-month,79.15,2.64,1520.9,Fiber optic,1,0,0,Electronic check
0,0,0,0,18,Month-to-month,25.15,0.84,476.8,DSL,0,0,0,Mailed check
0,0,1,1,32,Month-to-month,89.6,2.99,2901.8,Fiber optic,1,0,1,Electronic check
0,0,1,1,72,Two year,20.1,0.67,1326.25,No,0,0,0,Credit card (automatic)
0,0,1,0,72,Two year,103.75,3.46,7346.2,Fiber optic,0,0,1,Bank transfer (automatic)
1,0,0,0,13,Month-to-month,84.45,2.82,1058.6,Fiber optic,0,0,0,Electronic check
1,1,0,0,8,Month-to-month,100.6,3.35,819.4,Fiber optic,0,0,1,Electronic check
1,0,0,0,25,Month-to-month,84.8,2.83,2043.45,Fiber optic,0,0,0,Electronic check
0,1,0,0,22,Month-to-month,81.7,2.72,1820.9,Fiber optic,1,0,0,Electronic check
0,0,1,0,42,Two year,20.25,0.68,835.5,No,0,0,0,Electronic check
0,0,0,0,61,One year,43.7,1.46,2696.55,DSL,1,1,0,Credit card (automatic)
0,0,0,1,35,One year,72.1,2.4,2495.15,DSL,0,1,1,Mailed check
0,0,0,0,40,Month-to-month,74.8,2.49,2971.7,Fiber optic,0,0,0,Credit card (automatic)
1,1,1,0,1,Month-to-month,86.05,2.87,86.05,Fiber optic,0,0,1,Electronic check
0,0,1,1,72,Two year,83.3,2.78,6042.7,DSL,1,1,1,Bank transfer (automatic)
0,1,1,1,66,One year,110.6,3.69,7210.85,Fiber optic,1,1,1,Credit card (automatic)
0,0,0,0,20,Month-to-month,51.8,1.73,1023.85,DSL,0,0,0,Mailed check
0,0,1,1,16,Month-to-month,79.95,2.66,1267.95,Fiber optic,0,0,0,Credit card (automatic)
1,0,0,0,46,Month-to-month,96.05,3.2,4399.5,Fiber optic,0,0,1,Bank transfer (automatic)
0,1,1,0,72,Two year,112.4,3.75,8046.85,Fiber optic,1,0,1,Electronic check
0,0,0,1,19,Month-to-month,24.1,0.8,439.2,No,0,0,0,Credit card (automatic)
1,0,1,1,29,Month-to-month,94.65,3.16,2649.15,Fiber optic,1,0,1,Credit card (automatic)
